0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0050251,0.43717,0.43158,0.42586,0.38805,0.38829,0.31661,0.29494,0.25634,0.30002,0.19269,0.56426,0.49852,0.56364
0.01005,0.55734,0.52769,0.52829,0.49297,0.50369,0.41415,0.39285,0.3516,0.39459,0.25882,0.68558,0.61546,0.6639
0.015075,0.6367,0.58806,0.59519,0.56329,0.58297,0.48028,0.45279,0.42442,0.45636,0.30793,0.75397,0.68227,0.72363
0.020101,0.69542,0.6363,0.63967,0.61652,0.64038,0.53014,0.49833,0.47801,0.50373,0.34739,0.799,0.73244,0.76646
0.025126,0.74271,0.67382,0.67786,0.65906,0.6826,0.57024,0.53566,0.52087,0.54265,0.37974,0.83305,0.77054,0.79734
0.030151,0.77935,0.70587,0.70753,0.6928,0.71756,0.60409,0.56824,0.55707,0.5764,0.40623,0.85883,0.80233,0.82271
0.035176,0.81032,0.73232,0.73328,0.72224,0.74625,0.63359,0.59687,0.58985,0.60473,0.43038,0.87933,0.82868,0.84359
0.040201,0.83616,0.75374,0.75542,0.74888,0.77046,0.65945,0.62105,0.61724,0.62866,0.45278,0.89826,0.84913,0.8615
0.045226,0.85931,0.77341,0.77454,0.77128,0.79146,0.68174,0.6428,0.64346,0.65024,0.47524,0.90909,0.86804,0.87629
0.050251,0.87987,0.79135,0.79124,0.79115,0.80929,0.70267,0.6623,0.66619,0.66938,0.49438,0.91541,0.8823,0.88928
0.055276,0.89773,0.8073,0.80628,0.80947,0.82557,0.72139,0.68016,0.6869,0.68706,0.51374,0.92094,0.88996,0.90062
0.060302,0.91308,0.82081,0.82013,0.8257,0.83958,0.73857,0.69688,0.70601,0.7035,0.53023,0.92579,0.89663,0.9113
0.065327,0.92612,0.83325,0.83206,0.84017,0.85202,0.75333,0.71151,0.7229,0.71812,0.54595,0.93032,0.90308,0.91918
0.070352,0.93619,0.84418,0.84305,0.85335,0.86322,0.76788,0.72491,0.73867,0.73185,0.56118,0.93412,0.90888,0.92414
0.075377,0.94372,0.8543,0.85304,0.86536,0.87399,0.78134,0.73787,0.75287,0.74483,0.57622,0.93783,0.91451,0.92795
0.080402,0.94955,0.86381,0.86248,0.87649,0.88492,0.79402,0.7501,0.76654,0.75698,0.59129,0.94122,0.91967,0.93148
0.085427,0.95433,0.87207,0.87125,0.88621,0.89359,0.80623,0.76138,0.77956,0.76813,0.6054,0.94438,0.92391,0.9347
0.090452,0.95792,0.87979,0.87961,0.89667,0.89954,0.81633,0.77186,0.7908,0.77898,0.61848,0.94726,0.92816,0.93757
0.095477,0.96091,0.887,0.88902,0.90518,0.90364,0.82489,0.78233,0.80177,0.78896,0.63061,0.94994,0.93207,0.94049
0.1005,0.96321,0.89396,0.89697,0.91098,0.90727,0.83104,0.79182,0.81175,0.79844,0.64166,0.95249,0.93577,0.94332
0.10553,0.96475,0.9003,0.90332,0.91527,0.91084,0.83646,0.80105,0.8209,0.80852,0.65181,0.95489,0.93901,0.94589
